日付,バット,利き腕,スイング条件,オンプレーンスコア,体とバットの角度スコア,体の回転による加速スコア,バットスピード (km/h),体の回転によるバットの加速の大きさ（初動） (G),オンプレーンの効率 (%),アッパースイング度 (°), 体とバットの角度（構え） (°), 体とバットの角度（インパクト） (°), バット角度 (°),パワー (kW),スイング時間 (秒),手の最大スピード (km/h),打球スピード (km/h),打球角度 (°),推定飛距離 (m),ExitVelocity,PitchBallVelocity,LaunchAngle,ExitDirection,Spin,Distance,SpinDirection,SpinConfidence,StrikeZoneX,StrikeZoneY,Contact Depth,BatName,SerialNumber,Unique ID,Video Url,Session Name,Player Name,DateTime
2025年 2月 4日 火曜日 14:10:31,baseball bat,右,General Practice,48,64,52,101.5,10.5,64,5,92,80,-33,3.26,0.16,32.2,,,,134.5,76.7,5.9,-10.5,1341.11254882813,33.6,09:04:00,1.0,18.6,100.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:10:21,baseball bat,右,General Practice,42,59,48,104.1,9.4,57,3,102,87,-25,3.66,0.15,32.0,,,,136.2,74.7,18.7,10.6,1260.18078613281,87.9,11:42:00,1.0,26.7,73.8,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:10:10,baseball bat,右,General Practice,31,57,44,107.2,7.9,46,8,103,85,-27,3.49,0.16,33.3,,,,132.5,77.8,17.8,-11.4,861.047912597656,74.3,11:44:00,1.0,10.1,77.8,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:10:01,baseball bat,右,General Practice,45,67,60,107.5,13.6,61,4,97,86,-24,3.85,0.15,33.3,,,,122.6,76.3,10.3,-16.2,3377.60693359375,58.4,00:24:00,1.0,22.0,93.8,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:09:50,baseball bat,右,General Practice,34,59,47,99.9,8.8,49,9,97,81,-20,3.0,0.16,31.1,,,,124.2,73.4,17.7,18.2,1271.83984375,73.8,00:10:00,1.0,23.5,58.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:09:40,baseball bat,右,General Practice,37,61,49,102.5,9.4,52,8,90,78,-29,3.16,0.16,32.5,,,,118.3,75.6,26.6,-2.1,1601.84509277344,80.8,00:06:00,1.0,5.1,89.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:09:18,baseball bat,左,General Practice,38,57,57,89.3,12.6,53,9,100,97,-43,2.52,0.16,30.1,,,,130.5,74.3,15.3,1.5,2911.97387695313,80.1,11:48:00,1.0,12.9,109.1,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:08:44,baseball bat,左,General Practice,29,44,60,93.3,13.8,43,9,114,98,-39,3.02,0.14,30.1,,,,128,74.3,27.4,-10.4,2312.93994140625,87.3,10:48:00,1.0,9.8,48.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:07:59,baseball bat,左,General Practice,33,38,58,95.4,13.1,47,15,122,99,-37,3.07,0.15,29.9,,,,122.2,75.2,20.3,-10.5,1755.41101074219,77.2,11:40:00,1.0,2.4,89.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:07:48,baseball bat,左,General Practice,30,46,59,96.4,13.2,44,15,113,96,-39,2.97,0.15,31.4,,,,127.4,75.6,12.3,16.6,780.392395019531,59.2,11:12:00,1.0,15.2,107.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:07:27,baseball bat,左,General Practice,31,51,51,94.8,10.5,45,13,110,93,-40,2.95,0.15,29.8,,,,127.2,75.6,10.9,-5.2,1090.330078125,51.3,10:06:00,1.0,14.8,99.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:07:05,baseball bat,左,General Practice,34,49,63,95.0,14.8,49,10,108,97,-41,3.0,0.15,30.7,,,,131.3,75.6,12.8,-11.1,1794.37609863281,70.1,11:24:00,1.0,11.8,82.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:06:54,baseball bat,左,General Practice,30,44,50,84.3,9.8,44,13,110,102,-39,2.19,0.16,28.8,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,0.0,0.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:06:43,baseball bat,左,General Practice,37,51,47,83.5,8.8,51,11,104,100,-39,2.04,0.17,27.5,,,,130.5,75.6,7.2,12.6,2196.81982421875,58.0,11:02:00,1.0,7.2,87.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:06:31,baseball bat,左,General Practice,30,51,51,84.2,10.4,45,12,107,97,-36,2.18,0.16,27.5,,,,118.5,75.6,23.2,-13.0,3381.80029296875,75.7,11:34:00,1.0,19.6,87.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:06:18,baseball bat,左,General Practice,35,48,52,90.3,10.7,50,19,114,92,-31,2.36,0.17,28.0,,,,107.8,75.6,22.6,-34.5,9.99999974737875e-06,53.2,00:00:00,0.5,14.7,54.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:06:07,baseball bat,左,General Practice,33,49,54,89.5,11.4,47,15,111,95,-34,2.49,0.16,28.0,,,,127.9,74.8,9.7,-5.7,744.384826660156,50.7,11:52:00,1.0,6.9,88.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:05:46,baseball bat,左,General Practice,33,52,53,87.4,11.0,47,13,109,93,-32,2.38,0.16,27.5,,,,128.4,73.8,9.0,-7.6,674.099609375,44.6,09:54:00,1.0,24.6,93.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:05:34,baseball bat,左,General Practice,30,46,52,85.3,10.8,44,11,111,98,-35,2.26,0.16,27.5,,,,92.4,73.9,31.3,-27.4,9.99999974737875e-06,50.6,00:00:00,0.5,-99.9,35.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:05:24,baseball bat,左,General Practice,33,48,60,91.6,13.7,47,11,107,100,-38,2.71,0.15,30.3,,,,54.7,79.9,11.8,-6.6,9.99999974737875e-06,13.7,00:00:00,0.5,-44.2,106.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:05:14,baseball bat,左,General Practice,34,48,60,86.3,13.8,49,3,109,99,-38,2.54,0.14,29.6,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,-32.9,118.7,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:04:53,baseball bat,左,General Practice,33,56,58,89.0,13.1,48,12,103,95,-38,2.6,0.15,29.0,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,-35.3,118.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:04:33,baseball bat,左,General Practice,35,44,45,74.0,8.0,50,7,111,100,-35,1.59,0.17,24.5,,,,129.5,79.9,2.7,-7.2,1069.13012695313,25.5,02:16:00,1.0,-2.7,92.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:04:22,baseball bat,左,General Practice,34,50,59,95.0,13.3,48,11,110,94,-35,3.08,0.14,29.8,,,,145.5,79.1,1.1,-40.8,1114.05651855469,24.7,10:50:00,1.0,42.0,139.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:04:11,baseball bat,左,General Practice,40,51,52,93.8,10.8,55,4,108,96,-41,2.97,0.15,29.6,,,,130.6,77.8,6.1,5.1,1182.939453125,35.9,02:28:00,1.0,-5.6,52.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:04:01,baseball bat,左,General Practice,38,57,58,92.9,12.9,53,8,105,91,-36,2.95,0.14,29.1,,,,119.8,77.8,6.7,-12.7,1138.42333984375,38.6,01:04:00,1.0,-2.8,90.8,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 14:03:41,baseball bat,左,General Practice,34,54,47,82.9,8.8,49,3,105,96,-37,2.14,0.16,27.2,,,,118.6,77.8,10.0,-7.8,1244.88037109375,50.2,00:38:00,1.0,-2.6,50.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:57:47,baseball bat,右,General Practice,50,72,69,106.9,16.9,66,5,90,84,-9,3.65,0.15,34.8,,,,116.7,79.9,28.0,17.7,1517.61877441406,67.1,02:34:00,1.0,10.5,34.7,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:57:34,baseball bat,右,General Practice,47,69,76,110.1,19.9,62,6,86,84,-22,3.87,0.15,36.5,,,,115.3,79.4,13.8,-24.1,2027.84594726563,42.0,09:16:00,1.0,-8.0,57.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:57:22,baseball bat,右,General Practice,53,80,77,111.4,20.0,70,3,87,86,-19,4.12,0.15,36.4,,,,131.3,77.8,19.7,-15.2,1701.0498046875,83.9,00:18:00,1.0,-4.9,61.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:57:09,baseball bat,右,General Practice,38,71,60,101.2,13.8,52,0,97,91,-23,3.23,0.16,34.1,,,,130.3,77.8,7.2,-2.5,846.560241699219,40.2,02:20:00,1.0,-0.6,41.7,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:56:57,baseball bat,右,General Practice,45,80,80,108.6,21.6,61,2,91,88,-17,3.98,0.15,36.9,,,,169.5,78.3,20.7,-30.5,131.106903076172,102.0,09:30:00,1.0,-4.3,62.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:56:45,baseball bat,右,General Practice,51,75,72,110.1,18.3,67,6,89,85,-19,3.98,0.15,35.6,,,,110.4,77.8,24.3,-3.1,2940.13134765625,65.7,01:20:00,1.0,9.2,43.1,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:56:33,baseball bat,右,General Practice,52,80,80,109.9,22.6,68,3,90,87,-20,4.13,0.14,38.1,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,0.0,0.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:56:22,baseball bat,右,General Practice,44,77,79,112.2,20.8,59,7,93,86,-13,4.02,0.15,36.4,,,,126.7,77.8,9.0,-28.0,1225.71594238281,53.2,00:24:00,1.0,-13.1,70.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:56:08,baseball bat,右,General Practice,53,79,78,109.3,20.6,69,7,91,86,-15,4.02,0.15,35.9,,,,99.8,77.8,27.7,6.6,1829.15576171875,57.9,01:26:00,1.0,12.0,49.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:55:45,baseball bat,右,General Practice,52,65,66,107.0,15.8,68,10,87,81,-23,3.36,0.17,35.2,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,-20.6,95.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:55:33,baseball bat,右,General Practice,39,63,68,106.5,16.9,54,3,101,90,-12,3.53,0.16,34.4,,,,79,75.6,-22.6,-32.0,1288.93884277344,2.7,07:22:00,1.0,-21.3,58.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:55:20,baseball bat,右,General Practice,54,61,61,100.9,14.3,70,5,85,80,-20,3.13,0.16,33.8,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,-21.1,90.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:55:08,baseball bat,右,General Practice,50,73,74,109.1,19.1,66,4,91,84,-12,3.96,0.15,36.0,,,,132.6,78.8,12.3,-15.6,891.054565429688,64.6,01:06:00,1.0,-7.6,56.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:54:57,baseball bat,右,General Practice,40,71,63,106.9,14.7,55,5,97,88,-18,3.51,0.16,34.6,,,,134.7,78.8,18.9,-8.7,1535.50866699219,87.1,00:10:00,1.0,14.6,104.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:54:44,baseball bat,右,General Practice,57,69,68,109.9,16.7,74,3,86,84,-28,3.97,0.15,35.9,,,,149.1,78.8,-1.6,-12.8,9.99999974737875e-06,12.5,00:00:00,0.5,-13.8,68.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:54:22,baseball bat,右,General Practice,48,67,65,104.6,15.5,63,10,90,82,-8,3.45,0.16,34.1,,,,133.8,77.0,24.6,-10.7,1712.17895507813,92.8,01:08:00,1.0,1.5,66.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:54:11,baseball bat,右,General Practice,60,72,70,104.9,17.5,76,-3,88,84,-22,3.93,0.14,35.1,,,,136.9,75.6,23.2,-21.8,1421.30187988281,92.6,01:14:00,1.0,-20.7,73.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:54:00,baseball bat,右,General Practice,48,73,80,109.0,25.2,63,5,90,84,-19,3.89,0.15,37.3,,,,144.6,77.8,21.4,-29.7,3440.50903320313,98.7,01:26:00,1.0,-11.0,67.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:53:47,baseball bat,右,General Practice,62,58,63,99.5,14.7,78,-5,83,80,-22,3.38,0.14,33.5,,,,137.5,77.8,22.2,-14.5,2873.63427734375,94.9,11:40:00,1.0,-8.9,79.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:53:37,baseball bat,右,General Practice,50,70,69,103.3,16.9,66,7,95,85,-7,3.25,0.16,33.8,,,,105,79.9,31.2,33.2,3391.17016601563,65.7,09:34:00,1.0,-4.5,31.7,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:53:09,baseball bat,右,General Practice,31,57,55,114.1,11.8,46,12,96,78,-16,4.11,0.16,32.0,,,,136.3,79.9,16.5,-9.2,1493.07202148438,76.1,01:46:00,1.0,-11.4,65.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:52:29,baseball bat,右,General Practice,46,61,62,110.2,14.6,62,2,87,79,-28,4.21,0.14,34.0,,,,145.7,79.9,9.8,-15.0,1002.59710693359,65.0,11:22:00,1.0,-83.2,101.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:52:19,baseball bat,右,General Practice,42,54,46,102.5,8.5,58,1,103,83,-17,3.59,0.14,30.9,,,,140.7,79.9,13.6,3.8,1992.33581542969,79.6,10:20:00,1.0,-29.8,167.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:52:09,baseball bat,右,General Practice,50,61,63,104.4,14.8,66,6,90,78,-16,3.83,0.14,32.3,,,,119.9,79.9,22.6,-31.2,3047.22387695313,66.7,01:24:00,1.0,-10.1,62.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:51:48,baseball bat,右,General Practice,36,65,54,109.0,11.5,50,-1,94,82,-34,4.06,0.14,31.9,,,,74.6,79.9,40.4,36.2,181.663681030273,40.2,10:10:00,1.0,12.5,21.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:51:38,baseball bat,右,General Practice,39,56,54,112.5,11.5,54,7,85,76,-29,4.15,0.15,34.1,,,,135.9,77.8,8.5,-6.3,987.363830566406,43.7,10:08:00,1.0,-10.2,62.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:51:28,baseball bat,右,General Practice,38,66,55,98.8,11.8,53,-1,87,82,-27,3.16,0.15,31.7,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,0.0,0.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:51:18,baseball bat,右,General Practice,29,78,54,103.2,11.4,44,10,92,86,-27,3.4,0.15,33.5,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,0.0,0.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:51:08,baseball bat,右,General Practice,47,55,71,114.4,18.0,63,6,90,73,-23,4.54,0.14,34.6,,,,134.8,77.8,0.6,0.7,809.117065429688,22.1,11:06:00,1.0,24.8,88.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:50:58,baseball bat,右,General Practice,48,71,67,103.6,16.3,63,3,91,83,-19,3.95,0.13,33.3,,,,113.6,77.4,20.9,-23.6,1804.01635742188,70.4,00:26:00,1.0,6.1,67.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:50:47,baseball bat,右,General Practice,44,69,67,108.8,16.2,60,5,92,83,-23,3.99,0.15,34.0,,,,130.6,77.4,8.6,-5.8,1214.35681152344,53.2,11:36:00,1.0,23.8,94.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:50:37,baseball bat,右,General Practice,45,61,51,105.7,10.2,60,-1,97,83,-25,3.93,0.14,32.7,,,,131.2,79.3,12.0,-7.0,1713.57177734375,57.9,10:08:00,1.0,9.4,76.1,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:50:19,baseball bat,右,General Practice,41,62,52,108.3,10.9,56,6,89,78,-25,3.9,0.15,33.0,,,,104.7,78.0,-1.7,-28.4,1645.84948730469,11.0,05:24:00,1.0,46.0,76.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:50:07,baseball bat,右,General Practice,51,62,67,106.2,16.2,66,1,85,81,-34,3.7,0.15,34.9,,,,136.2,77.8,12.1,-3.1,1443.77600097656,57.3,09:32:00,1.0,10.6,86.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:49:58,baseball bat,右,General Practice,47,65,68,103.5,16.6,63,4,86,82,-24,3.56,0.15,33.6,,,,134.4,75.6,8.0,20.4,1239.21691894531,44.4,01:36:00,1.0,40.8,79.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:49:46,baseball bat,右,General Practice,41,69,57,100.9,12.6,56,7,95,85,-17,3.34,0.15,31.9,,,,157.8,79.9,10.7,-28.7,9.99999974737875e-06,56.6,00:00:00,0.5,23.5,66.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:49:36,baseball bat,右,General Practice,43,70,65,108.3,15.5,58,4,90,83,-33,4.01,0.14,35.1,,,,141.5,77.8,15.6,-2.7,1685.11828613281,74.6,10:04:00,1.0,26.9,43.7,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:49:27,baseball bat,右,General Practice,30,62,47,104.8,8.8,44,10,100,87,-20,3.42,0.16,33.0,,,,138.1,77.8,-7.0,8.3,9.99999974737875e-06,7.1,00:00:00,0.5,22.8,96.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:49:18,baseball bat,右,General Practice,41,71,64,107.0,15.1,56,8,93,84,-24,3.61,0.16,34.4,,,,102.9,77.8,18.1,-38.5,2127.23608398438,50.9,00:14:00,1.0,29.5,77.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:49:10,baseball bat,右,General Practice,43,62,53,86.1,10.9,58,7,85,81,-18,2.1,0.17,30.1,,,,137.2,79.9,8.2,5.4,834.190734863281,45.8,09:32:00,1.0,17.6,95.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:48:38,baseball bat,左,General Practice,39,50,53,88.5,11.1,54,17,112,89,-28,2.44,0.16,26.4,,,,139.4,79.9,13.0,18.0,593.217041015625,67.6,10:38:00,1.0,17.6,55.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:48:28,baseball bat,左,General Practice,26,40,40,87.1,6.1,40,19,126,90,-25,2.27,0.16,25.4,,,,135.7,79.9,9.4,-5.8,1961.87512207031,58.0,01:48:00,1.0,7.2,60.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:48:18,baseball bat,左,General Practice,29,44,41,63.9,6.4,43,6,110,102,-35,1.1,0.18,26.1,,,,123,79.1,-10.2,21.4,9.99999974737875e-06,4.7,00:00:00,0.5,6.9,76.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:48:08,baseball bat,左,General Practice,29,48,47,82.4,8.8,43,9,110,97,-33,2.06,0.16,27.2,,,,113.3,79.1,-18.1,-42.2,9.99999974737875e-06,2.5,00:00:00,0.5,75.9,39.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:47:58,baseball bat,左,General Practice,35,52,48,86.9,9.1,50,2,109,90,-37,2.51,0.15,28.0,,,,127.5,77.8,6.6,-3.6,2775.79296875,35.9,09:24:00,1.0,-5.6,79.7,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:47:46,baseball bat,左,General Practice,22,37,39,82.4,5.9,36,15,130,92,-22,2.04,0.16,24.9,,,,133.3,77.8,9.1,-22.9,2888.10034179688,63.4,01:26:00,1.0,0.7,81.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:47:36,baseball bat,左,General Practice,30,53,57,84.2,12.4,44,9,104,97,-35,2.21,0.16,28.3,,,,136.3,77.8,11.5,-9.7,1706.70861816406,52.5,09:22:00,1.0,9.2,77.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:47:08,baseball bat,左,General Practice,24,43,45,68.9,7.9,38,13,108,105,-39,1.3,0.18,28.2,,,,127.5,77.8,8.7,7.1,1473.1796875,42.3,02:22:00,1.0,1.3,60.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:46:58,baseball bat,左,General Practice,35,46,53,89.2,11.2,49,7,113,97,-34,2.58,0.15,27.8,,,,95,77.8,32.9,31.1,9.99999974737875e-06,54.5,00:00:00,0.5,23.9,71.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:46:39,baseball bat,左,General Practice,27,32,52,92.9,10.6,41,11,132,102,-32,2.8,0.15,28.6,,,,130.2,75.6,12.6,-3.8,1069.29296875,59.2,01:46:00,1.0,11.2,64.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:46:29,baseball bat,左,General Practice,25,38,41,73.5,6.7,39,9,118,103,-35,1.59,0.17,27.8,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,0.0,0.0,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:46:18,baseball bat,左,General Practice,31,46,52,88.8,10.7,45,4,115,95,-33,2.56,0.15,28.0,,,,124.4,77.8,20.6,-10.4,1284.25463867188,76.8,01:18:00,1.0,-2.2,76.5,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:46:00,baseball bat,左,General Practice,34,41,49,86.4,9.6,49,6,118,99,-33,2.32,0.16,28.0,,,,92.3,77.8,36.4,41.3,9.99999974737875e-06,52.8,00:00:00,0.5,14.3,62.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:45:50,baseball bat,左,General Practice,36,58,38,74.0,5.5,51,3,105,88,-30,1.55,0.17,23.3,,,,117.9,77.8,9.5,4.9,3100.07666015625,55.2,00:32:00,1.0,7.4,54.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:45:30,baseball bat,左,General Practice,30,43,46,87.1,8.3,44,4,118,95,-32,2.49,0.15,26.7,,,,128.6,78.8,-2.3,-13.9,3368.54565429688,12.2,06:50:00,1.0,-7.3,95.6,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:44:23,baseball bat,左,General Practice,27,48,48,81.1,9.1,41,5,111,96,-31,2.05,0.16,27.7,,,,123,78.8,12.8,5.7,2132.01098632813,53.0,02:00:00,1.0,17.4,89.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:27:54,baseball bat,右,General Practice,26,48,45,89.2,8.2,40,8,98,71,-5,2.3,0.17,29.1,,,,122.2,78.8,15.7,3.0,2014.19213867188,70.3,00:08:00,1.0,13.3,68.9,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:27:45,baseball bat,右,General Practice,29,51,45,99.8,8.1,43,17,111,89,-10,2.69,0.18,29.1,,,,119.2,77.8,16.6,4.3,1599.53674316406,64.0,01:06:00,1.0,15.9,76.4,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:27:35,baseball bat,右,General Practice,29,49,46,102.8,8.5,43,20,111,85,-12,2.83,0.18,28.8,,,,130.2,77.8,14.7,-8.0,1526.06909179688,65.2,10:26:00,1.0,9.6,83.3,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:27:17,baseball bat,右,General Practice,26,53,45,98.7,8.0,40,16,109,88,-14,2.79,0.17,28.5,,,,119.1,78.1,21.0,-5.9,2570.52099609375,74.8,11:24:00,1.0,21.0,72.7,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 13:27:08,baseball bat,右,General Practice,25,50,39,100.4,5.9,39,14,112,88,-22,2.92,0.17,29.0,,,,116,78.1,16.3,6.0,2473.95068359375,59.1,01:28:00,1.0,12.5,50.2,-,-,-,-,-,2/4bp,#1 熊田 任洋,2025-10-16
